partner,amount,bankCardInfo.bankCode,city,companyInfo.companyName,companyInfo.industry,companyInfo.occupation,customerSource,degree,idInfo.birthDate,idInfo.gender,idInfo.nation,idInfo.validityDate,income,jobFunctions,linkmanList.0.relationship,linkmanList.1.relationship,maritalStatus,pictureInfo.0.faceScore,province,purpose,resideFunctions,term,deviceInfo.gpsLatitude,deviceInfo.gpsLongitude,deviceInfo.osType,deviceInfo.isCrossDomain,partner_label
AWJ_CODE,100000.0,301.0,荆州市,八佰伴有限公司,Z,90.0,XCX,3.0,33.3,M,汉,6635.0,4.0,1.0,PARENTS,SIBLING,1.0,70.0,湖北省,CONSUME,1.0,,22.89982624709499,114.50100167140712,ANDROID,,0
AWJ_CODE,100000.0,102.0,牡丹江市,芝麻街英语,P,13.0,APP,4.0,33.2,M,汉,4875.0,2.0,1.0,FATHER,MOTHER,2.0,70.0,黑龙江省,CONSUME,1.0,,31.145854686469423,121.32487310937388,ANDROID,,0
YXM_CODE,,,铁岭市,,,,,,,,,,,,,,,,辽宁省,,,,,,,,0
AWJ_CODE,100000.0,103.0,长沙市,湖南省礼相随电子商务有限公司,G,13.0,APP,2.0,43.5,M,汉,909.0,3.0,1.0,MATE,RELATIVES,1.0,88.775,湖南省,CONSUME,1.0,,28.21438819021505,112.93443223105032,ANDROID,,0
LXJ_CODE,100000.0,,池州市,建投鼎昇,H,54.0,APP,3.0,39.3,M,汉,4842.0,2.0,1.0,PARENTS,COLLEAGUE,1.0,70.0,安徽省,CONSUME,1.0,,30.659056,117.490326,ANDROID,False,0
LXJ_CODE,100000.0,104.0,上饶市,象山大宇机械设备制造有限公司,C,24.0,XCX,3.0,34.8,M,汉,6671.0,4.0,1.0,MATE,RELATIVES,1.0,82.198,江西省,CONSUME,1.0,,29.47615895969887,121.95821762225602,ANDROID,,0
LXJ_CODE,100000.0,,开封市,上海谨硕信息科技有限公司,Z,90.0,APP,2.0,29.4,M,汉,7025.0,4.0,1.0,MATE,FRIENDS,1.0,98.1,河南省,CONSUME,1.0,,34.29907809965117,114.72478780626456,ANDROID,,1
LXJ_CODE,100000.0,,昆明市,阮愿强个人工作室,Z,90.0,APP,2.0,48.5,M,汉,769.0,3.0,1.0,MATE,COLLEAGUE,1.0,70.0,云南省,CONSUME,1.0,,25.063366173961363,102.73811733709906,ANDROID,,0
LXJ_CODE,100000.0,,南昌市,陈翔个人工作室,Z,90.0,APP,2.0,32.2,M,汉,761.0,2.0,1.0,PARENTS,FRIENDS,2.0,92.5,江西省,CONSUME,1.0,,28.72022167611862,115.7351402946412,ANDROID,,0
AWJ_CODE,100000.0,307.0,惠州市,惠州市惠城区龙丰街道办事处,S,11.0,XCX,4.0,34.1,F,汉,5899.0,2.0,1.0,MATE,SIBLING,1.0,77.62048,广东省,CONSUME,1.0,,23.08106200900384,114.39481247103411,ANDROID,,0
AWJ_CODE,100000.0,103.0,肇庆市,颖冠五金厂,C,24.0,XCX,2.0,44.0,M,汉,4198.0,2.0,1.0,SIBLING,RELATIVES,1.0,86.194,广东省,CONSUME,1.0,,22.65594455295139,113.28852484809028,ANDROID,,0
YXM_CODE,,,杭州市,,,,,,,,,,,,,,,,浙江省,,,,,,,,0
AWJ_CODE,100000.0,103.0,廊坊市,霸州市四通家具厂,C,24.0,APP,2.0,41.9,F,汉,5205.0,4.0,1.0,COLLEAGUE,COLLEAGUE,1.0,70.0,河北省,CONSUME,1.0,,40.114997956192894,116.65442983051054,ANDROID,,0
LXJ_CODE,100000.0,103.0,廊坊市,霸州市四通家具厂,C,24.0,APP,2.0,41.9,F,汉,5205.0,4.0,1.0,PARENTS,COLLEAGUE,1.0,70.0,河北省,CONSUME,1.0,,40.114997956192894,116.65442983051054,ANDROID,False,0
AWJ_CODE,100000.0,103.0,广安市,广顺兴建材有限公司,E,24.0,APP,3.0,36.3,F,汉,4063.0,4.0,1.0,MATE,SIBLING,1.0,70.0,四川省,CONSUME,1.0,,30.454142969151203,106.632306474128,ANDROID,,0
AWJ_CODE,100000.0,,毕节市,韩电有限责任公司,Z,90.0,APP,2.0,25.0,M,汉,975.0,2.0,1.0,FATHER,COLLEAGUE,2.0,85.291,贵州省,CONSUME,1.0,,30.162818,121.370578,ANDROID,,0
YXM_CODE,,,佛山市,,,,,,,,,,,,,,,,广东省,,,,,,,,0
AWJ_CODE,100000.0,102.0,上海市,上海市押运有限公司,O,17.0,APP,4.0,39.7,M,汉,4123.0,2.0,1.0,FATHER,FRIENDS,1.0,82.85094,上海市,CONSUME,1.0,,31.02704577185621,121.7502330719594,ANDROID,,1
AWJ_CODE,100000.0,403.0,丽水市,林玉个人工作室,Z,90.0,XCX,3.0,30.2,F,汉,5901.0,2.0,1.0,FATHER,FATHER,1.0,95.072,浙江省,CONSUME,1.0,,28.13040509114765,120.31744634877198,IOS,,0
AWJ_CODE,100000.0,102.0,北京市,奉化区政府,S,11.0,APP,4.0,27.8,M,汉,276.0,2.0,1.0,FATHER,FRIENDS,2.0,70.0,北京市,CONSUME,1.0,,29.66698503242705,121.45180097173817,ANDROID,,0
XYF_CODE,10000.0,102.0,商丘市,夏邑县第四初级中学,Z,90.0,APP,4.0,43.4,M,汉,956.0,2.0,,MATE,MOTHER,1.0,70.0,河南省,CONSUME,,12.0,34.24078830295139,116.16120632595486,ANDROID,,1
AWJ_CODE,100000.0,102.0,商丘市,夏邑县第四初级中学,Z,90.0,APP,4.0,43.4,M,汉,956.0,2.0,1.0,MATE,MOTHER,1.0,70.0,河南省,CONSUME,1.0,,34.24078830295139,116.16120632595486,ANDROID,,0
AWJ_CODE,100000.0,,丽水市,留健国个人工作室,Z,90.0,APP,4.0,24.1,M,汉,1805.0,2.0,1.0,COLLEAGUE,SIBLING,2.0,88.26,浙江省,CONSUME,1.0,,30.14183643176623,120.28585873702193,ANDROID,,0
AWJ_CODE,100000.0,,庆阳市,中国水电基础局有限公司,Z,90.0,APP,3.0,25.2,M,汉,1602.0,2.0,1.0,FRIENDS,FATHER,2.0,94.29,甘肃省,CONSUME,1.0,,35.49955729115726,108.3644549378374,ANDROID,,0
LXJ_CODE,100000.0,,成都市,中国电信,Z,90.0,XCX,4.0,30.6,F,汉,6004.0,2.0,1.0,FATHER,SIBLING,1.0,70.0,四川省,CONSUME,1.0,,30.62924587673611,103.73678683810763,ANDROID,,0
AWJ_CODE,100000.0,,宿迁市,宿迁盛邦科技有限公司,Z,90.0,APP,2.0,41.2,F,壮,4574.0,4.0,1.0,MATE,COLLEAGUE,1.0,95.0,江苏省,CONSUME,1.0,,33.92713809574532,118.283134033057,ANDROID,,0
AWJ_CODE,100000.0,403.0,南阳市,河南省中建七局,Z,90.0,APP,3.0,32.5,M,汉,5173.0,3.0,1.0,RELATIVES,FRIENDS,2.0,70.0,河南省,CONSUME,1.0,,22.91269396346788,113.81968758264972,ANDROID,,0
AWJ_CODE,100000.0,104.0,凉山彝族自治州,阿木依生个人工作室,Z,90.0,APP,2.0,33.5,M,彝,6025.0,2.0,,MATE,SIBLING,1.0,83.88,四川省,CONSUME,1.0,,38.203359,109.753236,ANDROID,,0
AWJ_CODE,100000.0,,云浮市,萤火虫有限公司,Z,90.0,APP,2.0,28.3,F,汉,2759.0,2.0,1.0,MOTHER,FRIENDS,2.0,88.513,广东省,CONSUME,1.0,,23.223156,113.306642,ANDROID,,0
AWJ_CODE,100000.0,,昆明市,阮愿强个人工作室,Z,90.0,APP,2.0,48.5,M,汉,769.0,3.0,1.0,MATE,COLLEAGUE,1.0,70.0,云南省,CONSUME,1.0,,25.063366173961363,102.73811733709906,ANDROID,,0
LXJ_CODE,100000.0,301.0,宿迁市,追梦展览展示,R,17.0,XCX,3.0,24.3,M,汉,2209.0,3.0,,FATHER,RELATIVES,2.0,70.0,江苏省,CONSUME,1.0,,30.89634033203125,121.18389892578124,ANDROID,,0
YXM_CODE,,,六安市,,,,,,,,,,,,,,,,安徽省,,,,,,,,0
AWJ_CODE,100000.0,403.0,揭阳市,聚兴海鲜酒楼,I,54.0,XCX,2.0,29.0,M,汉,2515.0,4.0,1.0,PARENTS,COLLEAGUE,1.0,70.0,广东省,CONSUME,1.0,,23.59037326388889,116.24304009331595,ANDROID,,0
AWJ_CODE,100000.0,307.0,萍乡市,大良方静,H,54.0,APP,3.0,28.8,F,汉,2596.0,4.0,1.0,SIBLING,SIBLING,2.0,90.667,江西省,CONSUME,1.0,,27.13269812670748,113.96537857216995,ANDROID,,0
AWJ_CODE,100000.0,,济宁市,遇茶奶茶店,Z,90.0,APP,2.0,30.9,M,汉,208.0,3.0,1.0,MATE,FATHER,1.0,89.165,山东省,CONSUME,1.0,,34.807635,117.13017,ANDROID,,0
LXJ_CODE,100000.0,,厦门市,厦门国贸集团有限公司,H,54.0,APP,4.0,26.9,M,汉,687.0,4.0,,FATHER,SIBLING,2.0,70.0,福建省,CONSUME,1.0,,24.47116,118.104635,ANDROID,False,0
AWJ_CODE,100000.0,102.0,潮州市,赵玉个人工作室,Z,90.0,APP,4.0,24.0,F,汉,2479.0,2.0,1.0,FATHER,SIBLING,2.0,90.079,广东省,CONSUME,1.0,,30.14017826403116,120.26913153560471,IOS,,0
AWJ_CODE,100000.0,102.0,江门市,开平市海鸿电气有限公司,G,13.0,APP,3.0,27.2,M,汉,610.0,2.0,1.0,FATHER,FRIENDS,2.0,70.0,广东省,CONSUME,1.0,,22.245397926437256,112.82690575974412,ANDROID,,0
AWJ_CODE,100000.0,,濮阳市,姚芳芳个人工作室,Z,90.0,APP,2.0,36.9,F,汉,4542.0,4.0,1.0,MATE,FATHER,1.0,100.0,河南省,CONSUME,1.0,,35.907378208566655,115.18641452139563,ANDROID,,0
LXJ_CODE,100000.0,403.0,邵阳市,深圳市富士康科技集团,G,13.0,APP,3.0,28.9,F,汉,460.0,2.0,1.0,MATE,FRIENDS,1.0,70.0,湖南省,CONSUME,2.0,,26.74710431484353,110.65533150266955,ANDROID,False,0
AWJ_CODE,100000.0,105.0,岳阳市,王老陆香酥鸭,Z,90.0,XCX,2.0,34.7,M,汉,5999.0,4.0,1.0,FATHER,FRIENDS,1.0,70.0,湖南省,CONSUME,1.0,,28.12735996526349,113.05064294171268,IOS,,0
LXJ_CODE,100000.0,103.0,台州市,临海凤山盈达眼镜厂,Z,90.0,APP,4.0,44.2,M,汉,795.0,4.0,1.0,MATE,FATHER,1.0,84.79418,浙江省,CONSUME,1.0,,28.758365,121.508079,ANDROID,False,0
LXJ_CODE,100000.0,105.0,迁安市,九江线材有限公司,Z,90.0,XCX,2.0,36.2,M,汉,4353.0,4.0,,MATE,COLLEAGUE,1.0,70.0,河北省,CONSUME,1.0,,39.97252495659722,118.73293538411458,ANDROID,,0
LXJ_CODE,100000.0,,金华市,阿跃造型,Z,90.0,APP,3.0,22.4,M,汉,2780.0,4.0,1.0,SIBLING,FATHER,2.0,90.0,浙江省,CONSUME,1.0,,29.08013776709173,119.51717393454612,ANDROID,,0
AWJ_CODE,100000.0,105.0,枣庄市,陈龙腾个人工作室,Z,90.0,XCX,3.0,24.5,M,汉,2154.0,4.0,1.0,MATE,FATHER,2.0,88.614,山东省,CONSUME,1.0,,34.862246269897334,117.576887922518,ANDROID,,0
AWJ_CODE,100000.0,104.0,漳州市,牛味都潮汕火锅,I,54.0,XCX,2.0,24.1,M,汉,3450.0,2.0,1.0,PARENTS,FATHER,2.0,70.0,福建省,CONSUME,1.0,,30.56228902659452,104.0565338674103,ANDROID,,0
YXM_CODE,,,菏泽市,,,,,,,,,,,,,,,,山东省,,,,,,,,0
AWJ_CODE,100000.0,,南昌市,东莞市巨冈机械工业有限公司,C,24.0,XCX,2.0,28.7,M,汉,2550.0,3.0,1.0,FATHER,SIBLING,2.0,70.0,江西省,CONSUME,1.0,,28.52566433376736,115.93411593967014,ANDROID,,0
AWJ_CODE,100000.0,,宜宾市,王玉莲个人工作室,Z,90.0,APP,2.0,34.8,F,汉,151.0,3.0,1.0,FATHER,FATHER,1.0,70.0,四川省,CONSUME,1.0,,28.823552,104.758916,ANDROID,,0
AWJ_CODE,100000.0,403.0,荆门市,知轩养车汽车服务有限公司,O,17.0,APP,4.0,38.0,M,汉,5704.0,2.0,1.0,FATHER,FRIENDS,2.0,88.617,湖北省,CONSUME,1.0,,22.73626833965037,114.2423148471676,ANDROID,,0
AWJ_CODE,100000.0,105.0,信阳市,杭州炬辉信息技术,G,13.0,APP,4.0,31.2,M,汉,5736.0,4.0,1.0,MOTHER,SIBLING,2.0,70.644,河南省,CONSUME,1.0,,19.74077437978161,109.2174082785472,ANDROID,,0
LXJ_CODE,100000.0,102.0,德阳市,绵阳雁翔农业开发有限公司,A,27.0,XCX,3.0,24.4,M,汉,3090.0,2.0,1.0,MOTHER,FRIENDS,2.0,70.0,四川省,CONSUME,1.0,,30.628746473524306,105.04769124348958,ANDROID,False,0
AWJ_CODE,100000.0,104.0,阜阳市,新希望锦麟澜湾,Z,90.0,APP,2.0,23.6,M,汉,2294.0,2.0,1.0,MATE,FATHER,1.0,70.0,安徽省,CONSUME,1.0,,30.76013408079664,120.860824742927,ANDROID,,0
AWJ_CODE,100000.0,104.0,泉州市,福建省泉州冠闽模具有限公司,C,24.0,APP,2.0,32.5,M,汉,4977.0,4.0,1.0,FRIENDS,RELATIVES,1.0,70.0,福建省,CONSUME,1.0,,22.729383,113.829685,ANDROID,,0
LXJ_CODE,100000.0,104.0,成都市,四川山岩翔土建设工程有限公司,E,24.0,XCX,4.0,41.2,M,汉,4736.0,3.0,,MOTHER,FRIENDS,1.0,70.0,四川省,CONSUME,1.0,,30.54376681857639,104.00352430555556,ANDROID,,0
LXJ_CODE,100000.0,403.0,汕头市,罗泽金个人工作室,Z,90.0,XCX,2.0,34.6,M,汉,426.0,4.0,1.0,PARENTS,FRIENDS,2.0,70.0,广东省,CONSUME,1.0,,23.42265618784388,117.0434447836446,ANDROID,False,0
AWJ_CODE,100000.0,,揭阳市,赖连合个人工作室,Z,90.0,APP,4.0,44.2,M,汉,3750.0,4.0,1.0,MATE,FRIENDS,1.0,100.0,广东省,CONSUME,1.0,,23.134650792365928,116.15047391314496,ANDROID,,0
LXJ_CODE,100000.0,,南昌市,支乐敏个人工作室,Z,90.0,APP,2.0,29.8,M,汉,7230.0,3.0,1.0,PARENTS,RELATIVES,1.0,86.198,江西省,CONSUME,1.0,,28.395134,116.244955,ANDROID,False,0
AWJ_CODE,100000.0,,南昌市,支乐敏个人工作室,Z,90.0,APP,2.0,29.8,M,汉,7230.0,3.0,1.0,FRIENDS,RELATIVES,1.0,86.198,江西省,CONSUME,1.0,,28.395134,116.244955,ANDROID,,0
AWJ_CODE,100000.0,104.0,南京市,南京英孚教育,P,13.0,XCX,4.0,35.1,F,汉,3995.0,3.0,1.0,MOTHER,FRIENDS,2.0,83.65,江苏省,CONSUME,1.0,,32.04424045138889,118.80294162326388,ANDROID,,0
AWJ_CODE,100000.0,,宣城市,上海智经文化发展有限公司,Z,90.0,APP,3.0,40.8,M,汉,4620.0,4.0,1.0,MATE,SIBLING,1.0,97.15,安徽省,CONSUME,1.0,,38.95349912516391,117.41413196745891,ANDROID,,0
LXJ_CODE,100000.0,,来宾市,忻城县中医医院,Q,11.0,APP,3.0,23.2,M,壮,2491.0,4.0,1.0,FATHER,MOTHER,2.0,86.174,广西壮族自治区,CONSUME,1.0,,24.05025,108.641113,ANDROID,False,0
YXM_CODE,,,东莞市,,,,,,,,,,,,,,,,广东省,,,,,,,,0
LXJ_CODE,100000.0,105.0,汕头市,广东集佳纺织科技有限公司,C,24.0,XCX,2.0,37.4,F,汉,6426.0,2.0,1.0,FATHER,COLLEAGUE,1.0,94.531,广东省,CONSUME,1.0,,23.255001,116.411208,ANDROID,False,0
LXJ_CODE,100000.0,,北京市,国能综合开发服务有限公司,H,54.0,XCX,4.0,43.6,F,汉,4212.0,2.0,1.0,FATHER,FRIENDS,2.0,70.0,北京市,CONSUME,1.0,,39.44002902560764,116.31474338107638,ANDROID,,0
AWJ_CODE,100000.0,,保定市,刘冰清个人工作室,Z,90.0,APP,4.0,29.9,M,汉,6432.0,4.0,1.0,FATHER,FATHER,2.0,97.5,河北省,CONSUME,1.0,,38.92346509222036,115.48484104401818,ANDROID,,0
LXJ_CODE,100000.0,105.0,随州市,杭州恒贝服饰有限公司,C,24.0,XCX,3.0,26.1,F,汉,1349.0,2.0,1.0,FATHER,FRIENDS,2.0,75.12408,湖北省,CONSUME,1.0,,31.614864523286933,113.83587345242356,ANDROID,,0
LXJ_CODE,100000.0,403.0,汕尾市,众鼎贸易首饰,Z,90.0,APP,3.0,28.6,M,汉,6681.0,3.0,1.0,FATHER,FRIENDS,2.0,85.405,广东省,CONSUME,1.0,,22.887631,115.22434,ANDROID,False,0
LXJ_CODE,100000.0,103.0,湛江市,红荔枝电器有限公司,C,24.0,APP,2.0,31.9,M,汉,5666.0,2.0,,PARENTS,SIBLING,2.0,70.0,广东省,CONSUME,1.0,,21.598501,110.271857,ANDROID,False,0
AWJ_CODE,100000.0,105.0,邢台市,佛山市安逸眠家具,C,24.0,APP,3.0,43.9,M,汉,4347.0,3.0,,MOTHER,MATE,1.0,70.0,河北省,CONSUME,1.0,,22.851207,113.008953,ANDROID,,0
AWJ_CODE,100000.0,102.0,益阳市,湖南省新华书店桃江县分公司,H,54.0,APP,3.0,41.1,M,汉,2175.0,4.0,1.0,FRIENDS,MATE,1.0,70.0,湖南省,CONSUME,1.0,,28.539870990245383,112.14137721450986,ANDROID,,0
LXJ_CODE,100000.0,103.0,扬州市,扬州卓杰房地产经纪有限公司,K,17.0,APP,2.0,37.6,M,汉,3781.0,3.0,1.0,PARENTS,FRIENDS,1.0,70.0,江苏省,CONSUME,1.0,,32.420798,119.379493,ANDROID,False,0
LXJ_CODE,100000.0,,汕头市,汕头市迈通玩具有限公司,C,24.0,APP,2.0,50.7,M,汉,5061.0,2.0,,MATE,COLLEAGUE,1.0,70.0,广东省,CONSUME,4.0,,23.386549,116.701829,ANDROID,False,0
AWJ_CODE,100000.0,103.0,内江市,威远畅顺运输有限公司,F,17.0,APP,2.0,35.0,M,汉,4826.0,2.0,1.0,RELATIVES,FRIENDS,1.0,70.0,四川省,CONSUME,1.0,,29.258015,104.874595,ANDROID,,0
AWJ_CODE,100000.0,,大同市,华源运输公司,Z,90.0,APP,3.0,37.1,M,汉,5423.0,4.0,1.0,MATE,FATHER,1.0,98.1,山西省,CONSUME,1.0,,39.94643843912778,113.10926870932056,ANDROID,,0
LXJ_CODE,100000.0,,大同市,华源运输公司,Z,90.0,APP,3.0,37.1,M,汉,5423.0,4.0,1.0,MATE,FATHER,1.0,98.1,山西省,CONSUME,1.0,,39.94643843912778,113.10926870932056,ANDROID,,0
AWJ_CODE,100000.0,105.0,汕头市,许仕达个人工作室,Z,90.0,XCX,3.0,31.0,M,汉,6747.0,2.0,,MATE,FRIENDS,1.0,89.537,广东省,CONSUME,1.0,,23.457181714252087,116.76744086255164,IOS,,0
AWJ_CODE,100000.0,,益阳市,谌正鹏个人工作室,Z,90.0,APP,3.0,28.6,M,汉,822.0,4.0,1.0,MOTHER,SIBLING,2.0,70.0,湖南省,CONSUME,1.0,,22.97085613914381,113.11318907977412,ANDROID,,0
LXJ_CODE,100000.0,,梅州市,亿量投有限公司,Z,90.0,APP,4.0,22.3,F,汉,3108.0,4.0,1.0,COLLEAGUE,FATHER,2.0,100.0,广东省,CONSUME,1.0,,23.64220432346781,115.62520719348576,ANDROID,,0
YXM_CODE,,,北京市,,,,,,,,,,,,,,,,北京市,,,,,,,,0
AWJ_CODE,100000.0,105.0,温州市,浙江莱利斯鞋业有限公司,C,24.0,XCX,3.0,35.0,F,汉,4147.0,3.0,,PARENTS,FATHER,2.0,70.0,浙江省,CONSUME,1.0,,27.95413279412333,120.94300660231436,ANDROID,,0
LXJ_CODE,100000.0,,娄底市,梦幻网络会所,G,13.0,APP,2.0,41.0,F,汉,3808.0,2.0,1.0,CHILDREN,SIBLING,1.0,70.0,湖南省,CONSUME,1.0,,27.689154,111.436957,ANDROID,False,0
AWJ_CODE,100000.0,103.0,郴州市,新世纪豪园物业管理有限公司,Z,90.0,XCX,2.0,40.9,M,汉,4682.0,2.0,1.0,PARENTS,SIBLING,3.0,70.0,湖南省,CONSUME,1.0,,23.018429901630448,113.79269285034177,ANDROID,,0
